Symbol	BREAST_BT549	BREAST_HS578T	BREAST_MCF7	BREAST_MCF7ADR	BREAST_MDAMB231	BREAST_MDAMB435	BREAST_T47D
TMA7 	3.668706083	3.598991527	3.514125441	3.604096175	3.718141616	3.740709952	3.497639714
TMCO1	2.36961176	2.196037276	2.283688064	2.291594965	2.357417014	2.357679852	2.612891453
TMED1	2.276734615	2.366171748	2.33751679	2.358133526	2.18787805	2.253169258	2.177030421
TMED10	2.937171015	3.01386846	3.05970584	3.066142259	3.017695487	3.029358651	3.52485522
TMED2	3.200984535	3.417352364	3.295051345	3.373343062	3.398561734	3.402105539	3.589961132
TMED4	2.781712057	2.823442691	2.581808793	2.460189618	2.789010918	2.897458729	3.005049897
TMED7	2.653537209	2.767006785	2.568699198	2.828289598	2.788507155	2.792737817	2.865945463
TMED9	3.250100932	3.215051658	3.174778077	3.269404622	3.215561625	3.189957066	3.41058319
TMEM109	2.652517166	2.780669131	2.426602233	2.375189503	2.778590431	2.778283357	2.524651097
TMEM11	2.411861213	2.314293529	2.348578636	2.293626401	2.342998208	2.33496556	2.153763661
TMEM214	2.265153189	2.565515356	2.288103422	2.209786341	2.466001148	2.491055568	2.311920631
TMEM230	2.810934156	3.18614708	2.72763941	2.74229775	2.906578062	2.884412488	2.893916853
TMEM33	2.214791018	2.210220395	2.370339491	2.457585095	2.486071935	2.472450142	2.139593534
TMEM41B	2.605441534	2.579188189	2.512623999	2.577114622	2.783582802	2.795723542	2.569781275
TMEM43	2.882056479	2.965412111	2.527670334	2.529245133	2.720536517	2.691576721	2.421579146
TMEM65	1.843633612	1.848727542	1.729851824	1.771488127	1.755418041	1.763398788	1.515947211
TMEM70	1.869429034	1.578374372	1.698836642	1.780817262	1.509665587	1.555353676	1.592793534
TMEM97	2.659318939	2.276716899	2.857565169	2.619916583	2.847157332	2.809570285	2.59771777
TMPO	2.275813467	1.902453709	2.170246936	2.107741753	2.195367941	2.261445027	1.932032761
TMX1	2.872912075	2.451951747	2.860704638	2.838582299	2.988548491	2.97498454	2.72685293
TNPO1	3.169993809	3.069935883	2.662162506	2.600462937	2.868318464	2.963858544	2.749837675
TOLLIP	1.899119827	2.182012985	1.821604865	1.652152908	2.182059373	2.20801654	2.088295944
TOMM20 	3.295433145	3.199477078	3.31903054	3.364327739	3.343525399	3.329866623	3.509503205
TOMM22	2.551413768	2.55048493	2.429500689	2.43542053	2.432072461	2.45567897	2.416612151
TOMM34	2.436856937	2.455659456	2.116000455	2.115856781	2.559376822	2.55793608	2.308510597
TOMM40	2.559976754	2.477796401	2.453224671	2.445596933	2.594925043	2.601808779	2.218328102
TOMM70A	2.552907286	2.609503067	2.527209193	2.502264581	2.523480382	2.512851438	2.534965172
TP53RK	2.316356058	2.461656019	2.012464271	1.8866011	2.497488774	2.490108393	2.338866526
TPI1	3.512512057	3.194768081	3.407090437	3.332741132	3.513848963	3.520818599	2.788186794
TPM4	2.77405595	3.086366891	2.415534955	2.40275444	2.712470752	2.767518882	1.315928429
TPP2	1.552201969	1.39467753	1.214241361	1.429718117	1.500425435	1.501065398	1.427463473
TPR	1.975966909	1.689586008	1.770351697	2.006871052	1.828232903	1.946113827	1.884417595
TPT1 	3.989573752	3.986747027	4.030596261	4.056006975	3.91867276	3.943088351	4.036007761
TRAPPC3	2.684767294	2.825711338	2.442459278	2.462423093	2.537157343	2.51671914	2.347362129
TRAPPC5	2.557678559	2.589886217	2.48946628	2.358837566	2.634691033	2.648634209	2.574223329
TRIM25	2.101509784	2.153480799	2.027584726	2.014453546	2.104092361	2.104443348	2.092595093
TRIM28	3.105916863	2.904764797	3.272949972	3.197836801	3.04315971	3.05086743	2.867591395
TRIM4	2.376706575	2.462008606	2.784182565	2.686739045	2.34051173	2.3292146	2.545457943
TRIP10	2.309242828	2.565151647	1.666556891	1.621248642	2.62410248	2.663261946	2.04498468
TRIP13	2.812227497	2.407552341	2.348267859	2.365041448	2.650754468	2.635100743	2.208491374
TRMT1	2.368990541	2.406278629	2.307101907	2.344260802	2.285728875	2.25495315	1.997270538
TRMT112	3.189637574	3.348873463	3.405945523	3.337139262	3.504865554	3.473495652	3.468493795
TRMT5	3.52641924	3.09441912	3.515680162	3.501591845	3.401308898	3.417232016	3.300544233
TRNT1	2.303340666	2.006634698	2.136924383	2.12324795	1.8089941	1.849714874	1.912516319
TROVE2	0.940524929	0.882629059	0.762483357	0.755290053	0.802413929	0.678949114	0.780447658
TSFM	2.465309804	2.26364091	2.524396129	2.477982082	2.285989384	2.265175013	2.608416627
TSG101	2.522325356	2.732433212	2.673531718	2.605614181	2.907032186	2.891844858	2.783529288
TSN	2.420529259	2.558354579	2.54756417	2.539257534	2.5141326	2.50313714	2.386280349
TSPO	3.167837221	3.340316361	2.742111818	2.726820569	3.096547237	3.121536684	2.664140462
TSR1	2.313620084	2.252186591	2.422587096	2.47504222	2.306135462	2.297505563	2.244113676
TSTA3	2.639065258	2.744669908	2.369190895	2.250462232	2.550230289	2.578963871	2.606948058
TTC9C	2.258552129	2.504117263	2.197026164	1.962765272	2.388047361	2.395677714	2.427626367
TTLL12	2.424176061	2.567441364	2.358938186	2.342209589	2.44732549	2.394940407	2.227744025
TUBB	3.781106102	3.631681735	3.282902712	3.088281766	3.899683724	3.888697015	3.105905945
TUBB3	3.245702598	2.933599104	2.563256739	2.553769378	3.188847732	3.220597652	2.64898303
TUBB4B	3.41959037	3.06288398	3.056203414	2.986610395	3.557007772	3.534834782	3.155903726
TUBG1	2.729092492	2.686319813	2.522179006	2.424056261	2.932419585	2.906803746	2.730047847
TUFM	3.128276529	3.016584741	3.282898973	3.17684708	2.952931883	2.973657595	3.084256082
TWF2	2.440565118	2.353387584	1.870057799	1.898718047	2.156151631	2.145151039	1.827772429
TXLNA	2.492545069	2.284338017	1.919066194	1.937757825	2.32970687	2.246832687	2.127346746
TXN	3.585723451	3.354975018	3.255521508	3.242697583	3.658125511	3.654413195	3.428048653
TXNDC12	3.106779825	3.02460433	2.510417614	2.496265179	2.788061903	2.763666223	2.767079275
TXNDC17	3.432301489	3.151262199	3.147885106	3.148529575	3.319345352	3.298127714	3.064061125
TXNDC5	3.262931716	3.553416459	3.10775501	3.251564384	3.354317643	3.343813829	3.209405948
TXNRD1	2.977728889	3.34161728	2.626398323	2.730056314	3.510101552	3.521252825	2.849163733
U2AF1	3.150702094	2.982639691	3.185669832	3.277687689	3.133733983	3.168411491	2.999788293
U2AF2	2.161992579	1.984762708	2.032887439	2.156661542	2.0263427	2.064844501	1.996140406
U2SURP	2.792965844	3.001501597	2.667272917	2.588669259	2.729198546	2.682107719	2.980156211
UAP1	3.879059696	3.252696763	2.64082697	2.704446101	3.227725463	3.223541164	2.835361867
UBA1	3.136497534	2.90526663	2.85827473	2.664801011	3.232476742	3.168831639	3.20151599
UBA2	3.176450653	3.304801687	3.039601971	3.123898098	3.030981328	3.050217713	2.892990763
UBA6	2.388909581	2.178877752	2.278696341	2.201585795	2.112298878	2.150396871	2.099196598
UBAP2L	1.938121133	1.818288384	1.845741982	1.936230902	1.84580651	1.875592552	2.040525065
UBE2C	3.325043126	2.803505467	3.046514188	2.914392943	3.521291858	3.466131265	2.659658412
UBE2D3	2.865067311	2.935994725	3.01961807	3.106803544	2.988321263	2.968741772	2.746030591
UBE2H	2.721671644	2.723972921	2.67986325	2.601614517	2.587233695	2.669948734	2.28571043
UBE2I	1.900119251	2.048165938	2.266246279	2.300965198	2.087158877	2.035642065	1.959457806
UBE2K	2.350589213	2.29441545	2.367858388	2.554922402	2.626693286	2.600251454	2.36213506
UBE2L3	2.27765748	2.334444424	2.050153934	2.079661882	2.215083994	2.182730208	1.73612869
UBE2M	2.947663129	2.853973527	2.708167544	2.704748707	2.911968945	2.927300701	2.575071483
UBE2N	2.79352108	2.563400651	2.767129834	2.777396064	2.963852523	2.929734106	2.801657363
UBE2V1	2.631760003	2.736959991	2.667135614	2.574795086	2.807477409	2.792444101	2.576757823
UBE2V2	3.20856147	3.056474575	2.792470441	2.79561407	2.731096707	2.718973745	2.845889599
UBL4A	2.519937931	2.350041703	2.332906109	2.307285304	2.493133014	2.477257242	2.36878185
UBLCP1	2.752577958	2.704903516	2.50234333	2.386722999	2.642777609	2.665531105	2.426456879
UBQLN1	2.357775526	2.35249697	2.127702376	2.225267451	2.352334911	2.348016679	2.140033044
UBQLN2	2.595944183	2.535980942	2.299201404	2.235762368	2.655123954	2.609104777	2.628035368
UBQLN4	2.365628436	2.301806653	2.445294069	2.45825687	2.306383246	2.229199362	2.346583697
UBR4	2.765084915	2.84788817	2.556212299	2.393664584	2.971836009	2.938903734	2.517375284
UBXN4	2.476941181	2.756045122	2.736052833	2.721345727	2.766176017	2.715908917	2.711653636
UBXN7	2.245865444	2.39677914	2.366196078	2.221788893	2.319500156	2.35032877	2.470577961
UCHL3	3.002537231	2.871102009	2.611352218	2.660566999	3.155326543	3.130636245	2.82513456
UCHL5	2.785550804	2.517784372	2.502670969	2.46582203	2.635055104	2.668639712	2.646670704
UCK2	2.79465673	2.698623421	2.47759279	2.408278496	2.677657636	2.666383238	2.377296975
UFC1	2.942033327	2.851192782	3.124828068	3.047900888	2.941928364	2.924005738	3.096546363
UFL1	2.297100706	2.518021423	2.201847664	2.323598	2.147948177	2.151740697	2.67618738
UGDH	2.738072767	2.72809247	2.187971478	2.313505241	2.584721812	2.558742084	2.169400446
UGGT1	1.972620123	2.221984934	1.960757343	2.088254279	2.101187661	2.094042844	2.026165843
UGP2	2.728941379	3.031648354	2.875813668	2.898064779	3.037187456	3.033753006	2.780701211
UMPS	2.435093707	2.429751678	2.361850733	2.27095383	2.253042613	2.269387202	2.242963378
UPF1	1.90012401	2.007291323	1.85751721	1.975817857	2.048747497	2.106835546	1.905971532
UQCC	2.573132594	2.463486487	2.322907714	2.332263569	2.727516699	2.709428006	2.360354655
UQCRB	3.603138912	3.501038599	3.555245172	3.488370152	3.370584919	3.362634646	3.47780714
UQCRC1	3.061158718	3.241631624	2.936502431	2.719632285	2.991643	3.003334583	2.980977523
UQCRC2	2.835911082	2.861283649	3.084154181	3.029783376	2.625322717	2.612760592	3.0756976
UQCRFS1	3.352280792	3.348569545	3.33046032	3.288106677	3.404816166	3.376729756	3.134721293
UROD	2.836845253	2.802595831	2.351275398	2.332461751	2.827237731	2.829475576	2.55700622
USMG5	3.64127322	3.396984745	3.468199433	3.51925269	3.702716492	3.715017274	3.427952864
USO1	2.370406325	2.444520436	2.436748895	2.488003932	2.479010559	2.486164114	2.666567861
USP14	2.511180534	2.591956249	2.462422343	2.463350283	2.627082457	2.618644592	2.041493097
USP39	2.167310699	2.470547473	2.422438992	2.443552359	2.471565706	2.470548731	2.09325221
USP5	2.07596595	2.049390365	2.075768558	2.079306477	2.041218686	2.064487701	1.798496965
USP7	2.520562243	2.338042049	2.799409097	2.774718662	2.406573134	2.397707954	2.648199197
USP9X	3.033469521	2.881272973	2.589417461	2.644843371	3.197599058	3.182463211	2.924587211
VAMP3	3.213907863	3.329779997	2.730355363	2.686376802	3.102064947	3.06952058	3.002342802
VAPA	3.278243828	3.473702874	3.247081789	3.224245174	3.349280349	3.344746039	3.217956716
VAPB	1.111080663	1.321657222	1.107608906	1.278384861	1.009946379	1.06865876	0.904885459
VARS	2.149078047	2.356504906	2.103583984	2.11777967	2.285620477	2.317886955	2.094626648
VASP	2.515464869	2.512578333	2.30765052	2.180333148	2.488860661	2.444538873	2.38580845
VAT1	2.867215232	2.974414524	2.367121378	2.348473674	2.915189384	2.867420165	2.747028184
VCL	0.830801667	1.680187409	0.797896527	0.742997613	1.006687622	0.940657316	0.688057245
VCP	2.679010144	2.254742543	2.367474259	2.308545769	2.628261866	2.681228356	2.382709518
VDAC1	3.293781523	3.128333869	3.269633596	3.194474776	3.411747371	3.406351058	2.921875482
VDAC2	2.990448602	3.176595028	3.319142206	3.294985114	3.32525512	3.317948493	3.344903754
VDAC3	3.537280319	3.327508404	3.06197334	2.986583835	3.161711501	3.185546209	3.405143671
VIM	3.929629157	4.109516965	1.655011932	1.737200946	3.990100276	3.991817757	1.53496534
VKORC1	3.176493587	3.084142761	2.868241252	2.734567228	2.879250523	2.839318906	2.751642858
VKORC1L1	1.523828986	1.714755209	1.540681509	1.501439451	1.796157263	1.884282437	1.423788511
VMA21 	2.986435772	2.389693499	2.606782697	2.667270971	2.930858642	2.854588904	2.594401343
VPS29	3.16119258	2.648076199	2.934390091	2.84716264	3.185184517	3.179502879	3.108611463
VPS35	3.027549356	2.756453572	2.740114074	2.936279262	2.905912336	2.898820704	2.861917194
VPS4B	2.68057656	2.74071029	2.95948504	2.913695382	2.58362642	2.62501272	2.55680054
VTI1B	2.613971038	2.723505562	3.084922806	2.981833533	2.791885657	2.795929187	3.006726925
WARS	3.168191084	3.199214913	2.513011593	2.556299444	2.592714566	2.612347977	3.089577652
WASF2	2.657714432	2.599258349	2.15127773	2.13299524	2.460058941	2.404050926	2.195620271
WBP11	2.50173877	2.203718199	2.307776815	2.325109259	2.365996829	2.261279063	2.059658703
WDR1	3.350683554	3.360867147	3.007398488	2.988642068	3.624299827	3.612656422	2.838144785
WDR82	2.981823313	2.98006141	2.663939207	2.606545659	2.92690671	2.904185339	2.743947806
XPO1	3.177728264	3.038071992	3.215307175	3.215101277	3.185583862	3.168200261	3.049358187
XPO5	2.335798601	2.504965482	2.166313899	2.076162923	2.383727778	2.377797978	1.996831329
XPO7	2.579551487	2.526752881	2.19663995	2.180486684	2.23773154	2.210738207	2.151717133
XPOT	3.277018147	3.440639205	3.429539914	3.59959525	3.038291452	3.070258133	3.551706034
XRCC5	3.174968445	3.11629253	3.112594222	3.073024036	3.184732154	3.142559193	2.943037803
XRCC6	3.463735894	3.502695105	3.260430283	3.206468893	3.430917651	3.420250215	3.262499841
YARS	3.261532556	3.286316865	2.736282943	2.823894389	2.839711348	2.781364139	2.904626332
YKT6	2.462354327	2.557963087	2.195083121	2.1742949	2.367683243	2.352571431	2.371258341
YME1L1	3.190672747	3.04211072	3.032639911	2.960407772	3.111201732	3.08324125	2.997965949
YTHDF2	3.029983148	2.89101139	2.668647947	2.750055349	2.75113889	2.796909324	2.728341832
YWHAE	2.678336397	2.32574878	2.375130644	2.443116031	2.409983378	2.478094101	2.387907926
YWHAG	3.439217273	3.426657401	3.28666153	3.377844953	3.319776265	3.3213434	3.296306147
YWHAH	2.738167591	2.793004403	2.600240626	2.615338149	2.844855728	2.806435388	2.251164082
YWHAQ	3.451252701	3.365857202	3.294245684	3.289870502	3.567441687	3.549537445	3.054362975
YWHAZ	0.893322403	0.757574119	0.970655637	0.86080172	0.834551613	0.714787645	0.900633947
ZC3H15	2.794625161	2.912612996	2.865565322	2.801248486	2.89561566	2.873466979	2.676898348
ZC3HC1	2.514434941	2.397183572	2.300153177	2.20719444	2.386771804	2.440250911	2.162783056
ZMPSTE24	3.017427036	2.940671302	2.665743115	2.709041522	2.860883675	2.860840725	2.857165048
ZNF259	2.486883901	2.564780939	2.254273678	2.208823409	2.449412416	2.453290577	2.167118684
ZNF706	3.391688154	3.379739141	3.31733512	3.321249117	3.333689508	3.299281568	3.11418948
ZW10	2.489693169	2.353637037	2.188306165	2.177575442	2.631373797	2.618001922	2.483074116
ZYX	2.421506451	2.486200089	1.699325477	1.775525001	2.27339648	2.228084747	1.77382785
