Symbol	BREAST_BT549	BREAST_HS578T	BREAST_MCF7	BREAST_MCF7ADR	BREAST_MDAMB231	BREAST_MDAMB435	BREAST_T47D
CSE1L	2.839594716	2.360519457	2.663891597	2.715125617	2.847910527	2.890108869	2.648962984
CSNK2A1	2.139622317	2.457764622	1.983917316	1.946489431	2.140338981	2.196126766	1.996914061
CSNK2B	3.353294097	3.289724548	3.347183804	3.268364096	3.44024683	3.411256482	3.239991302
CSRP1	3.048811105	2.728939479	2.613097647	2.633242739	2.931178809	2.901725244	2.818419776
CST3	2.89892263	3.129762257	2.947916508	2.945747823	3.25552223	3.260578568	2.80893234
CSTB	3.92527871	3.500804502	3.381053874	3.342953767	3.659951876	3.65575266	3.372153624
CSTF2	2.438342686	2.180939822	2.337537804	2.29531477	2.475497516	2.481953158	2.159345842
CSTF3	2.384770238	2.336887875	2.438210843	2.455454705	2.594450467	2.540739845	2.524016731
CTBP1	2.814048309	2.609719289	2.833225386	2.862650247	2.657095482	2.655749173	2.668448053
CTNNA1	2.771997209	2.648529074	2.700925825	2.595122603	2.859180902	2.905285846	2.655423308
CTNNB1	1.528176841	1.18371514	1.63749289	1.807985287	1.845710143	1.897399448	1.787909261
CTNNBL1	2.477173032	2.456800888	2.369859902	2.337554165	2.570531346	2.536207271	2.408178508
CTPS1	2.648874417	2.364434349	2.263148933	2.294994362	2.316365252	2.319352623	1.367602771
CTSB	3.766821857	3.579603929	2.052924294	2.073337252	2.964779349	2.969670842	2.96510344
CTSD	2.259187401	2.172453126	1.871693742	1.836275763	2.827637481	2.799160319	2.956023621
CTTN	2.70852448	2.55527555	2.788644251	3.000128502	2.677755224	2.764041563	2.776487323
CUL1	2.407357633	2.61351094	2.547953918	2.515854815	2.579292812	2.534779492	1.949878469
CUL3 	1.726610248	1.74839647	2.002605566	2.106950422	1.873555589	1.890858929	1.8597041
CUL4B	2.67701239	2.391679456	2.032256259	1.959994686	2.621429727	2.600527121	2.003518818
CXorf26	2.5363908	2.295860523	2.361158559	2.384269023	2.744433961	2.70581799	2.172425098
CYB5A	2.321935683	2.544336485	2.806835941	2.814438328	2.537112125	2.501655853	2.8837589
CYB5B	2.54276013	2.308233563	2.380994907	2.277352096	2.540520156	2.48059924	2.372117237
CYB5R1	2.41309273	2.56036472	2.630838916	2.572069714	2.619307777	2.620642055	2.757672861
CYB5R3	2.518030463	3.186175606	2.236013574	1.991907205	2.703271422	2.686799537	2.312478497
CYC1	3.362980483	3.356816867	3.268018565	3.128070358	3.096100847	3.072632862	3.092152411
CYCS	3.619575169	3.428212897	3.441001385	3.514179659	3.528832886	3.521468497	3.417161168
CYFIP1	2.858529632	2.956673455	2.983216127	2.939208932	2.93272992	2.929370589	3.059775027
CYP51A1	2.801114469	2.647179733	2.718675894	2.963131154	2.824771721	2.925094637	2.512604684
DAD1 	3.271159666	3.219019609	3.136323158	3.144426099	3.376460716	3.328797609	3.166112585
DARS	2.656409738	2.814438343	2.755958372	3.208103243	3.050129803	3.041966276	2.558964772
DARS2	2.259593694	1.960725296	2.372687828	2.331701671	2.109899024	2.094638515	2.276854367
DAZAP1	2.319603599	2.218068188	2.159461355	2.233019259	2.23329921	2.244932425	2.038037103
DBI	3.619872408	2.967244913	3.404870216	3.35082394	3.513870246	3.52047927	3.388555823
DCK	2.39683295	2.365131679	2.254153766	2.242981367	2.480861323	2.504628271	2.001705078
DCPS	2.368331981	2.40577273	1.975755863	1.809768385	2.395008455	2.349742243	2.407839429
DCTN2	2.921734118	2.955167369	2.805978149	2.780219878	2.759922629	2.760205713	3.008636521
DCTN3	3.164233981	2.499403635	2.72886958	2.68402214	2.963816998	2.980622996	2.966002873
DCTPP1	2.972054942	2.529200116	2.99294867	3.009698522	2.671086933	2.648631884	2.657293017
DCUN1D5	3.088159779	2.999151724	2.592983783	2.619229159	3.068123481	3.055623038	2.883935531
DCXR	2.470916377	2.591504633	3.158251688	3.167266996	2.487224176	2.494738131	3.236908592
DDB1	2.790492841	2.908906533	2.858390387	2.840320517	2.921873696	2.932665864	3.03770602
DDOST	3.039385808	3.110272194	2.754998911	2.75947407	2.958871026	2.948185084	3.079951269
DDRGK1	2.592014593	2.568867792	2.513642115	2.364395213	2.62497134	2.597323184	2.609414251
DDT	2.653997526	2.811675231	2.607215049	2.647993983	2.716252556	2.669430766	2.433401759
DDX1	3.025369156	3.046687639	2.978629404	3.036931292	3.034669796	2.98608952	2.901323359
DDX39B	3.376420396	3.386018063	3.299028923	3.227587723	3.385899764	3.398200021	3.123071039
DDX3X	3.248269103	3.236861666	3.1225971	3.160100881	3.353931713	3.367794433	3.273894185
DDX42	2.350299907	2.499444828	2.753510724	2.725020637	2.470329642	2.462319495	2.531464877
DDX46	2.857512799	2.461125227	2.987808074	2.903922972	2.935538184	2.884030204	2.725360787
DDX5	3.405687077	3.306328004	3.637097259	3.674040762	3.529914099	3.529910712	3.433892309
DDX6	0.937358771	0.843185068	0.782119689	0.981935256	0.924979926	0.823643989	1.049438919
DECR1	2.924102299	2.79631423	2.859855453	2.746332945	2.593390071	2.58328991	2.768271966
DEK	3.48429621	3.417983571	3.232514054	3.210779683	3.618488104	3.64403334	3.120570255
DENR	2.756019961	2.690331732	2.846541912	2.978620888	2.978935596	3.005415581	3.032534707
DERL1	2.677732918	2.955908284	2.795522624	2.805802184	2.677686099	2.677698502	2.69890883
DFFA	2.665059657	2.770105418	2.248986307	2.037244305	2.365011425	2.396948858	2.223996719
DHCR7	2.951941221	2.464709741	2.793656136	2.788002563	2.803602446	2.821910517	2.595389498
DHPS	2.377431964	2.669069271	2.996824687	2.816159367	2.483494834	2.492339648	2.410465468
DHRS4	2.210635993	2.324446011	2.329685405	2.368400641	2.338035499	2.299725575	2.408800677
DHRS7	1.055487637	0.919856262	1.002979986	1.090169828	1.085101218	1.060332957	1.029551213
DHX15	3.244458783	3.143617079	3.332221227	3.321569749	3.305641613	3.295678622	3.136946522
DHX16	2.595125874	2.709770519	2.691749664	2.647759505	2.766261225	2.742446214	2.537483193
DIABLO	2.68723384	2.550824624	2.824031807	2.783559064	2.851376306	2.815140288	3.010950658
DIAPH1	2.589422447	2.208053803	2.471137562	2.42078674	2.734926128	2.71241323	2.426534183
DLD	2.976233994	2.99687049	3.326647214	3.331815561	3.050562276	3.033593431	2.854354994
DLST	2.391423471	2.367473074	2.540011445	2.688574883	2.468364558	2.450428564	2.410336533
DNAJA1	3.089719322	2.454636216	2.625369312	2.751185083	2.85394758	2.843361648	2.438328715
DNAJB1	2.567513911	2.748653522	2.713236605	2.727607852	2.819941257	2.798954397	2.567459679
DNAJB11	2.884872598	3.004080314	2.734213652	2.711498299	2.920231583	2.898637413	3.337893087
DNAJC1	2.515179074	2.518607619	2.577560876	2.517209841	2.486749197	2.431975131	2.351392527
DNAJC11	2.417033096	2.308258043	2.162867355	2.208230311	2.261275137	2.262274816	2.163003727
DNAJC19	2.007529819	2.069159762	2.395720124	2.483201961	2.171560805	2.11321102	2.630749729
DNAJC7	2.511252068	2.371194741	2.613062763	2.633209893	2.629271094	2.606033839	2.587265711
DNAJC8	3.086208875	2.863510521	2.7120321	2.632952064	2.800301786	2.763038429	2.767678376
DNMT1	2.95115495	2.571089911	2.769501503	2.738969841	2.995416412	3.008217006	2.395994018
DPM1 	3.228216446	3.241377607	3.066388797	3.147612582	3.103677959	3.110431338	3.219942831
DPP3	2.262578507	2.000589412	2.312618315	2.232405133	2.434091405	2.413285937	2.236820172
DPYSL3	0.797908066	2.317148166	0.92937762	0.734837254	0.696734585	0.720919153	0.888057571
DR1	2.5082954	2.367607993	2.01328748	1.909421934	2.567507217	2.536127628	2.214994148
DRAP1	2.731080698	2.922946785	2.522388919	2.360303448	3.002360802	2.991112185	2.524588974
DRG1	2.949657486	3.243095814	2.865646272	2.831895386	2.882792206	2.834267225	2.818951131
DSP	1.472023014	2.320016018	3.400339663	3.380878477	3.041629032	3.020404449	3.515728486
DST	2.843313693	3.001941541	2.61875632	2.611106675	2.99636883	2.955645437	2.629452746
DSTN	3.554479859	3.710804629	3.474915718	3.514874683	3.520701772	3.539750711	3.759394262
DTD1	2.737857018	2.981953909	2.774307631	2.655899679	2.970649358	2.953325897	2.731762203
DTYMK	2.630432533	2.471306189	2.501040614	2.545693148	2.774441649	2.752960361	2.193446194
DUT	2.899063126	3.035617555	3.008790993	2.956939797	3.248077653	3.247293404	2.966824913
DYNC1H1	3.252297886	3.044059466	2.793979186	2.676595844	3.053801874	3.012618263	2.851627528
DYNLL1	3.507543055	3.427409979	3.42517843	3.463626752	3.527006887	3.546271022	3.510026851
DYNLL2	1.883506924	2.151000725	2.740298668	2.833669691	2.471637949	2.486486812	2.652937964
ECHS1	2.778240668	2.873965952	3.035807461	2.958419243	3.043437854	3.010748739	2.776308901
ECI1	2.546652818	2.748174545	2.59408909	2.440218963	2.434002928	2.401093968	2.551686626
EDF1	3.112736158	2.920094066	2.905372136	2.887267816	3.084421589	3.073537107	3.201346905
EEA1	0.818091187	0.190144834	0.304613847	1.112731674	0.818118773	0.422971795	0.761203846
EEF1B2	3.513761842	3.654358252	3.814499371	3.830433891	3.668607	3.66691139	3.483748766
EEF1D	3.680215253	3.728607258	3.769449188	3.731721493	3.60871083	3.594938297	3.651787362
EEF1E1	2.743391321	2.779306205	2.739160668	2.816603656	2.885413559	2.887486866	2.686261949
EEF1G	3.900171714	3.996048394	4.011533925	3.975211601	3.921138745	3.921483819	4.009781661
EEF2	3.759430427	3.948665957	3.930940002	3.980405026	3.606413869	3.57571289	3.786676611
EFTUD2	1.504863474	1.44521084	1.481356879	1.436897204	1.597173415	1.578680386	1.607686297
EHD1	2.357201696	2.328978829	1.979982982	2.070149653	2.802574941	2.771440479	2.43989705
EHD4	2.640996203	2.234784898	2.156865539	2.081623436	2.77126824	2.703891974	2.683955361
EI24	2.211932695	2.281719478	2.059031587	2.532497944	2.503273949	2.519757833	2.729469711
EIF1AX	2.8816502	2.804784315	2.776869206	2.822787139	3.071177843	3.097958532	2.8030733
EIF2B1	2.553608685	2.630897454	2.714269136	2.715561571	2.676322152	2.638508594	2.865165567
EIF2S1	2.853971242	2.696605313	2.667696723	2.736785114	2.574486896	2.582572248	2.673623261
EIF2S2	2.217691155	2.137357685	1.980301481	2.162871534	2.010610838	1.955406817	1.97585585
EIF2S3	2.982501557	3.011524147	3.028247102	3.110646682	2.893013829	2.878353492	2.964086766
EIF3A	2.998553602	3.163396468	3.211347843	3.102096222	3.200980722	3.25341793	2.99062304
EIF3B	3.094025528	2.888791916	3.044938253	3.030805037	3.063160533	3.045004503	3.009022937
EIF3C	3.491032679	3.315105627	3.621725039	3.602912092	3.155813605	3.10439971	3.540215284
EIF3D	3.189876992	3.421787729	3.23053666	3.127199888	3.222288471	3.226174397	3.13652488
EIF3E	3.767877026	3.685821383	3.814668597	3.847843035	3.568569042	3.567627735	3.603797165
EIF3F	3.354143642	3.613473359	3.693405238	3.665791966	3.574364453	3.554209283	3.353239591
EIF3G	3.062592368	3.254331605	3.25011966	3.132666143	3.103975529	3.089178725	2.932151811
EIF3H	3.57766798	3.549655519	3.631348383	3.60963191	3.35099822	3.333272796	3.527641489
EIF3I	3.203626806	3.289697771	2.966599228	2.900232508	3.087832162	3.064542725	2.927389546
EIF3J	2.166648521	2.070007567	2.040534409	2.060444572	2.017897485	2.04121459	2.118164062
EIF3K	3.236000315	3.054004212	3.293198812	3.14759414	3.159587545	3.138031206	3.129806092
EIF3L	3.645559312	3.788077467	3.669228793	3.663121272	3.519609303	3.509207559	3.631293301
EIF3M	3.141287451	3.1836539	3.150771092	3.194054481	3.356498229	3.394905845	3.382052884
EIF4A1	3.784530407	3.781962439	3.719846751	3.688880101	3.795037353	3.795100692	3.527416632
EIF4A2	3.348622088	3.781454118	3.48135374	3.44687487	3.516749423	3.549535144	3.746396903
EIF4A3	2.731045894	2.758980144	3.01112756	3.011936531	3.070380875	3.043526372	3.100545442
EIF4B	3.021979417	3.147770729	3.723961836	3.692517423	2.925848468	2.931016513	3.576449649
EIF5	2.738398417	2.592103874	2.703614133	2.575954585	2.772968421	2.709254173	2.731906005
EIF5A	2.689693842	2.925898501	2.359176426	2.581995099	2.392282908	2.543919903	2.261940012
EIF5B	2.527562349	2.623399169	2.6222574	3.052182205	2.681219468	2.732529052	2.570736422
EIF6	3.210124797	2.955983386	2.902539395	2.90372211	3.402072506	3.369997298	3.038802269
ELAC2	2.471992263	2.48684753	2.361181603	2.333503389	2.443744057	2.408404744	2.101958272
ELOVL1	2.63391118	2.592911288	2.315843234	2.217756204	2.612030605	2.604311692	2.445075394
EMC1 	2.109478248	2.085261419	1.682029503	1.856656661	1.985503492	2.040493875	1.832979026
EMC2	2.841745052	2.986366188	2.879519327	2.8660954	2.738525523	2.78672671	2.89945028
EMC3	3.130191458	2.818050172	2.869408612	2.868488063	2.813032618	2.812990768	2.947507029
EMC4 	3.02623201	3.186941441	2.946513415	2.90692831	3.089422337	3.077247735	2.997303554
EMC7	2.78706988	2.896773378	2.609602631	2.617621045	2.726676621	2.713975546	2.826531645
EMC8	2.822702162	2.891479794	2.907231673	2.956718296	2.658078009	2.626984495	2.766752199
EMD	2.456352698	2.224656912	2.202463886	2.287395466	2.198325503	2.262378055	2.214500611
ENO2	2.039168391	2.120854159	1.908967154	1.694456906	2.590389785	2.534151934	1.470007207
EPHX1	2.699866675	2.609019109	1.871042391	1.685880058	2.626688341	2.656132783	2.693201231
EPS15L1	1.96090873	1.92683237	1.879957501	1.790958537	1.913452475	1.987480838	2.045862601
ERGIC1	2.102018094	2.293770283	2.397728033	2.394201929	2.120407462	2.113763229	2.400333451
ERGIC3	3.233540723	3.058823415	3.162895744	3.026687733	3.069542363	3.063779162	3.219394462
ERH	3.467380424	3.206017232	3.460144768	3.519607527	3.527491135	3.514106713	3.537212347
ERLIN2	1.811279771	1.94403804	1.62086705	1.621666905	1.765892808	1.721373273	2.282375115
ERO1L	2.148838187	1.964812673	1.734592499	1.741718032	2.671431748	2.625442338	2.279069654
ERP29	3.277343212	3.247922577	3.24456098	3.182454174	3.132294979	3.121705625	3.245265298
ERP44	1.870354705	1.694176229	1.88516554	1.909489573	1.888914012	1.808711887	1.621981581
ESD	3.247932452	3.062339063	3.430727274	3.388182852	2.930063131	2.936354508	3.09952774
ESYT1	2.86668332	2.963923538	2.607029548	2.628863467	2.808459352	2.802380235	2.891159355
ETF1	2.634454623	2.494752237	2.444779421	2.464949316	2.550007805	2.543602001	2.626516479
ETFA	2.885037993	2.810958587	3.435049534	3.446268245	2.989660369	3.01356643	3.299355115
ETFB	2.567998759	2.520852444	2.738350402	2.620893026	2.326193357	2.337992317	2.520786636
ETHE1	2.172937744	2.695899299	2.103980002	1.909955228	2.360619385	2.304621499	2.344170582
EWSR1	2.946602376	2.663162735	2.890302679	2.839796569	2.809236552	2.865351968	2.888003405
EXOC7	1.910612853	2.10540244	1.869663952	1.6848054	2.054457814	1.997198867	2.159980495
EXOSC4	2.744565595	2.630651125	2.39953036	2.316975292	2.376722972	2.380888715	2.484957918
EZR	2.637460124	1.997732068	2.386285509	2.45069719	2.770235698	2.790202067	2.507358997
FAF2	2.309242828	2.119201066	2.223728598	2.296629219	2.213203622	2.227005774	2.294018812
FAHD1	2.01209977	1.747849887	2.028639849	2.490857281	1.735331233	1.722152358	2.063897322
FAHD2A	2.221812848	2.635400277	2.143046545	2.133933327	2.360818899	2.341577106	2.385047991
FAM129B	2.745883066	2.550817043	2.275212928	2.206519539	2.990486688	2.946207347	2.372345056
FAM134A	2.248917308	2.418547506	2.481753567	2.461335916	2.319915741	2.286266449	2.362326574
FAM136A	2.606737123	2.703058718	2.584666615	2.681584312	2.709658182	2.718471806	2.322942952
FAM162A	3.133455377	3.295032562	2.951458342	2.927215054	2.930865577	2.909024306	2.92585232
FAM210A	2.196053833	2.128940197	1.823379086	2.049478563	2.329634554	2.291074263	1.718575443
FAM3C	2.461646337	2.809495733	2.599512133	2.693753089	3.268792541	3.35612614	2.548713786
FAM49B	2.922625049	2.514701341	2.338761013	2.342864532	2.753127412	2.798269143	2.600351061
FAM82B	2.498673797	2.809209354	2.959623623	2.944293536	2.412600076	2.437628289	2.800456783
FAR1 	1.949831184	1.971813297	1.837936536	1.887951061	2.05660061	2.081440304	1.848397659
FARSA	2.350627748	2.333002279	2.461069693	2.364140825	2.359190526	2.286727923	2.135715498
FARSB	2.673992471	3.050868778	2.641734709	2.628581477	2.663858422	2.626090971	2.626334498
FASN	2.696085697	2.146289257	2.575085139	2.521420957	2.506732501	2.458623139	2.501893056
FASTKD2	2.310997466	2.390944929	2.386494548	2.389921551	2.274324494	2.257908504	2.210378514
FDPS	3.359371784	2.657994237	2.868132263	2.837247353	3.215435742	3.207326677	2.788308128
FDX1	2.296956409	2.140565123	2.155978583	2.331705791	2.481842783	2.473361455	2.285323811
FEN1	2.807473506	2.23482002	2.650961026	2.670407197	2.976810267	2.989855683	2.520333622
FERMT2	2.839090615	3.078350324	1.597908987	1.62082677	2.401041635	2.347147728	2.262088184
FH	2.449040476	2.197221052	1.948124165	1.851560777	2.37181853	2.388681583	2.340175223
FIS1 	2.810370716	2.866185083	3.381390486	3.34548309	2.871149865	2.86276734	2.714167212
FKBP1A	3.050960997	3.009694139	2.635959077	2.780451303	3.368675868	3.369112701	2.746260138
FKBP2	2.634718637	2.696726658	2.44039131	2.46807632	2.747958634	2.756253874	2.69981234
FKBP3	3.022696857	2.617780165	2.99097986	2.960149029	3.092353165	3.096740781	3.124746842
FKBP4	0.59645817	0.555207642	0.778767208	0.761475183	0.539770701	0.649175398	1.216879658
FKBP8	2.013192763	2.076887832	1.90344971	1.887953057	1.969997016	2.012866882	1.793555907
FKBP9	2.703733489	3.048852094	2.402576774	2.326830996	2.630487363	2.603643123	2.405203392
FLII	2.521556033	2.709475381	2.458172161	2.349646538	2.896210952	2.906928333	2.642158065
FOXK1	2.574437981	2.576453369	2.377640921	2.374343226	2.555767014	2.485280766	2.261635835
FUBP3	2.580138079	2.46388381	2.478754745	2.575728337	2.586657946	2.652485419	2.71342934
FUNDC2	3.051869751	2.602286005	3.062734063	2.982020895	2.962105992	2.964786521	3.095277787
FUS	2.80769878	2.33072676	2.845869231	3.019201356	2.775417303	2.88263291	2.425073851
FXN	2.096748168	1.880502408	2.015742043	1.993257664	2.122798517	2.092921292	1.630243243
G3BP1	3.200594181	2.741633605	2.975653711	2.988076852	3.075374006	3.130983608	2.968854423
G3BP2	2.106533966	2.447784931	2.198981679	2.102563323	2.317630486	2.297879054	2.164445658
G6PD	2.120873983	2.067438965	2.123874627	2.27482018	2.356805119	2.371318328	2.009115747
GANAB	3.14584111	3.24125492	2.968175162	2.941695098	3.094164445	3.075312112	3.261897797
GAPDH	4.063877436	4.003032747	3.904109239	3.820075888	4.036399884	4.042088495	3.6643218
GART	2.853069472	2.632479501	2.33241383	2.324850645	2.724557785	2.698257347	2.419764949
GBA	2.570463088	2.186798823	2.195806105	2.095747071	2.300274249	2.294918775	2.599816332
GBE1	2.671279623	3.2617338	2.299278867	2.320786359	3.081568969	3.076728574	2.223424257
GBF1	1.974042369	1.968548743	1.914430672	1.946286318	2.071656746	1.97638221	2.17199048
GCN1L1	2.304680216	2.374747162	2.470091814	2.441363611	2.439072184	2.428976426	2.436376266
GCSH	3.034044026	2.867881859	3.192966013	3.315725744	2.655442475	2.64248942	2.833787066
GDI1	2.677880739	2.531152258	2.52511356	2.421858278	2.571006879	2.516024882	2.389495773
GDI2	3.063548601	2.97827253	3.17523785	3.064576474	3.139112205	3.114038786	3.13945875
GEMIN5	2.563411612	2.302765129	2.619527715	2.589943792	2.520685242	2.474864049	2.397562182
GFM1	2.803884339	2.689293731	2.621604934	2.759339617	2.523223531	2.533986508	2.895537767
GFPT1	2.177713275	2.98339101	2.555072772	2.475337099	2.599444211	2.581872918	2.604383362
GGCT	2.986050328	2.886882629	3.349860744	3.291365725	2.926231657	2.915526272	3.252698671
GGH	3.133202578	2.673759251	2.253749719	2.19416088	2.613813751	2.62203753	2.495559701
GINS3	2.162648758	1.755871876	1.680540266	1.736239573	1.988721327	1.917109954	1.489472126
GINS4	2.374218542	1.644606752	1.499868831	1.725303525	1.936940781	2.018466921	1.79175649
GIPC1	2.469696551	2.531731162	2.434496415	2.394602875	2.616524656	2.627381802	2.487519476
GLO1 	3.370169468	3.346516647	3.210255176	3.102400958	3.614829745	3.581122901	3.123692191
GLOD4	2.77512107	2.648628485	2.655556356	2.63249134	2.736072306	2.757503264	2.570834847
GLRX3	1.315708876	1.368600294	1.473616747	1.629994065	1.421753949	1.478027559	1.438849809
GLRX5	2.925302685	2.644554153	3.140546496	3.116875372	2.902718313	2.911578346	2.958386663
GLT25D1	2.819374884	2.976806165	2.197877428	2.170514313	2.697256089	2.725183367	2.170386587
GLUD1	2.642170069	2.776142986	2.68521803	2.80311124	2.761673664	2.726171994	2.738678103
GMFB	2.515366491	2.060411505	2.498360878	2.4699922	2.837580182	2.858583669	2.512343242
GMPPA	2.228939243	2.328169607	2.324891743	2.33659087	2.230667592	2.182607609	2.278705749
GMPS	3.001202738	3.154290702	2.96290335	2.7837925	2.80023836	2.793722651	2.827231332
GNA11	2.326485633	2.554360698	2.201244606	2.125700381	2.61156938	2.622583545	2.293276774
GNB1	3.045061649	3.125524597	2.63098652	2.649746561	2.895108834	2.94668922	2.696005221
GNB2	2.790328317	2.827489249	3.050425644	3.031577117	2.844913313	2.873175152	2.541152978
GNB2L1	3.98516019	3.953847041	4.040608512	4.08227979	3.956797695	3.967011231	3.980719923
GNL1	2.226730869	2.22357973	2.175154602	2.101045686	2.068328618	2.05780997	2.080436137
GNPDA1	2.942748633	2.612615301	2.437285947	2.366180826	2.738120095	2.698752572	2.636371671
GNS	2.343731834	2.404749013	2.305329653	2.316582108	2.299319305	2.320676257	2.69906609
GOLGA2	2.143053491	2.16374601	2.225111662	2.178546921	2.060350487	2.090205085	2.379124993
GOLGA7	2.83201187	2.817108081	2.431580739	2.407710738	2.50329352	2.489237754	2.62146951
GOLGB1	2.11211221	2.269193081	2.411568795	2.40286673	2.105783646	2.15957394	2.361449326
GOLPH3	3.089579461	3.090134697	3.038103223	3.147967624	3.07274061	3.100094393	3.103742925
GOSR1	2.494713287	2.56627336	2.532397335	2.325384942	2.60361345	2.573599439	2.916510356
GOSR2	1.995100459	2.11277027	2.094433355	2.009987477	2.050030322	2.02923315	2.208196893
GOT1	2.653720291	2.728908152	2.435525855	2.568707145	2.626530984	2.62047158	2.855053182
GOT2	2.82982005	2.471982988	2.697908418	2.691783987	2.801866854	2.750112514	2.761790171
GPD2	1.332819355	1.244878837	1.629398385	1.865322295	1.765339821	1.79564877	0.991183332
GPI	3.044149364	3.239270284	3.116314063	2.987838411	3.290598801	3.271728587	2.733608403
GPS1	2.325778967	2.424401522	2.361931749	2.34641852	2.469245619	2.483397039	2.481080621
GRB2	2.051882389	2.157018601	2.265556851	2.309591493	2.285254366	2.273729299	2.369842717
GRHPR	3.072316634	2.896372957	2.427545698	2.343492396	2.701400999	2.705595383	2.466227496
GRPEL1	2.604079538	2.643481713	2.696683179	2.543831438	2.785243719	2.747456715	2.494272932
GSPT1	2.943942622	2.830014175	2.782288164	2.760735126	2.763639983	2.756148935	2.967181215
GSR	2.223874633	2.238084369	2.344815782	2.357324407	2.122254986	2.181476182	2.226074564
GSS	2.571381404	2.425389245	2.433965149	2.47741284	2.640169713	2.637368222	2.539425564
GSTK1	2.535118391	2.835629772	2.883314948	2.813270965	2.730826665	2.726084968	2.733601155
GSTM3	2.769303469	2.781002324	3.267855045	3.270157803	3.313984612	3.345181777	3.626931621
GSTO1	3.015551924	2.790220116	2.750943586	2.703706841	3.392577283	3.381129205	2.534108581
GTF2F1	2.324613155	2.419200118	2.199147999	2.011899994	2.265448888	2.33231305	2.263310877
GTF2F2	2.438360844	1.964240225	2.323342598	2.275893316	2.274568349	2.31194411	1.938930867
GTF2I	2.870681357	2.862580788	3.146008427	3.090930454	2.888627272	2.902054226	2.911621882
HADH	2.39980223	2.310273116	2.716896891	2.637294206	2.648971816	2.671028802	2.518019139
HADHA	2.678947997	2.648680225	2.818944321	2.846365674	2.723251445	2.739342198	2.620003832
HADHB	2.737837299	3.018855021	2.971844234	3.010170371	2.907429072	2.895576895	2.960986992
HAGH	2.194430248	2.345959341	2.478079889	2.453677478	2.391536069	2.367489724	2.413764778
HARS	2.871726881	2.590585658	2.749226966	2.702832651	2.807856173	2.795985667	2.673816911
HAT1	2.829289229	2.920442896	2.835844332	2.87594566	2.941783907	2.919076568	2.703159563
HAX1	3.187985542	3.079582445	3.183779613	3.131349251	2.967854051	2.937587961	3.224016348
HDAC1	2.9525016	3.000430306	3.020809873	2.986571134	2.925400545	2.896506399	2.906461695
HDAC2	3.016835963	2.846210181	2.726879378	2.74115678	2.896358111	2.887879537	2.5821627
HDGF	3.327119843	3.13705554	3.282792175	3.211317442	3.200576818	3.194680933	3.178774052
HDGFRP2	2.139929101	2.20069877	2.053512406	1.938656363	2.120220613	2.161353875	2.041984148
HDLBP	2.640706946	3.082588551	2.743791317	2.678011771	2.724788994	2.700441978	2.873408185
HEATR1	1.071809965	0.823597448	0.662797023	0.576770144	0.452635949	0.514888777	0.705740014
HEBP1	2.442080778	2.755122688	2.865998694	2.84589906	2.759391305	2.747246216	2.276488197
HEBP2	3.07278648	3.128567947	2.675326484	2.646586804	3.013086094	3.004381584	2.896146755
HEXB	3.506139673	2.999978806	2.876236853	2.858589435	3.219785928	3.195076503	3.146274655
HGS	2.50716561	2.515732854	2.544366768	2.44647768	2.743745869	2.723926083	2.544327405
HIBADH	2.36647137	2.678476813	2.544642359	2.538846168	2.769752311	2.756121976	2.801468028
HIBCH	1.710628795	1.77575134	1.905994044	1.854778789	1.963662765	1.885396224	2.008299834
HINT1	3.662371763	3.491405041	3.65786961	3.723538822	3.677153848	3.718407629	3.392957461
HINT2	2.876273756	2.525478689	2.685804129	2.642528544	2.723912018	2.693829658	2.82960262
HIST1H1D	1.555841139	1.523731843	1.381409462	1.703977534	1.502052822	1.576118757	1.380542921
HIST1H3A 	1.861760213	1.811503023	1.996921782	1.984589643	1.814534913	1.917266676	1.967062603
HIST1H4A 	2.797715992	2.872118664	3.005924879	3.171444583	3.087918391	3.152065368	2.465879928
HIST2H2AA4	2.755723427	2.318079951	3.31418915	3.316514111	2.792477732	2.753061829	3.396095138
HK1	2.982920223	3.165286065	3.125127507	3.127018588	3.151368293	3.100736267	3.007268325
HK2	2.479984588	2.464876211	2.495614629	2.587248265	2.545827246	2.572638843	1.869231909
HMGA1	1.565362553	1.422098909	1.546168201	1.554585041	1.808251024	1.864986086	1.321403665
HMGB1	3.42346118	3.064861984	3.486703439	3.49215389	3.219539934	3.242483041	2.980919786
HMGB2	3.398101513	2.926381675	3.521206294	3.600408223	3.548521825	3.587024434	2.786166365
HMGCS1	2.165699872	1.610301191	1.807347733	2.006080927	1.883057348	1.836576918	1.614801258
HMOX2	2.494115227	2.386213148	2.40408781	2.356811912	2.608431132	2.608798046	2.532665028
HN1	3.000630599	2.712012858	2.762697529	2.7348328	3.238485878	3.215857476	3.084367958
HN1L	2.165557173	1.890242695	2.140702052	2.041738317	2.254363203	2.189784043	2.388685878
HNRNPA0	3.032239698	2.919264613	3.237190643	3.297085953	2.912820172	2.934866766	2.828298496
HNRNPA1	3.853293727	3.484117428	3.896140901	3.929220336	3.830226767	3.857246132	3.717342787
HNRNPA2B1	3.675402156	3.02271747	3.549242726	3.544236879	3.613085644	3.638578697	3.423145784
HNRNPD	3.18059549	2.760956139	2.739454516	2.716698858	3.319512305	3.294436931	3.013747799
HNRNPF	2.956290976	2.569952356	3.075866711	3.014545014	2.91454687	2.908708079	2.965233375
